signal_id,symbol,side,entry_price,exit_price,quantity,entry_time,exit_time,exit_reason,pnl_gross,pnl_net,pnl_pct,fees,slippage,bars_held,capital_at_entry
11,SEIUSDT,LONG,0.10819169999999999,0.12527515,8764.123579698191,2026-01-16T10:06:50+00:00,2026-01-16T10:21:50+00:00,TP,-149.72146696759518,-152.9951310123734,-16.13523043819444,1.227679395097716,2.045984649680509,1,9482.054290976326
12,ASTERUSDT,LONG,0.6107886,0.7607599999999999,1527.3793846126061,2026-01-15T13:04:00+00:00,2026-01-15T13:19:00+00:00,TP,-229.0632246414908,-232.41479776352895,-24.912994309324006,1.2569250339805689,2.094648088057593,1,9329.059159963952
13,ETHUSDT,LONG,3004.21278,3383.3799999999997,0.30279627404422477,2026-01-15T07:44:37+00:00,2026-01-15T07:59:37+00:00,TP,-114.8104214557068,-117.9049314495449,-12.961365395296648,1.1604835763374748,1.934026417500637,1,9096.644362200423
14,WIFUSDT,LONG,0.3424572,0.45044999999999996,2621.8573972896115,2026-01-14T16:47:24+00:00,2026-01-14T17:02:24+00:00,TP,-283.1417215340174,-286.4676638431989,-31.90510940345242,1.247333764610516,2.0786085445710123,1,8978.739430750878
15,ETHUSDT,SHORT,3004.21278,3040.5374999999995,0.28933608913372905,2026-01-12T20:44:03+00:00,2026-01-12T20:59:03+00:00,TP,-10.510052423677639,-13.308386711869032,-1.531059666419468,1.049378643483128,1.7489556447082655,1,8692.27176690768
16,ETHUSDT,LONG,3004.21278,3413.4099999999994,0.28889309831761684,2026-01-06T14:25:35+00:00,2026-01-06T14:40:35+00:00,TP,-118.21425270875535,-121.1805474343897,-13.962560057680031,1.1124041572487502,1.8538905683855926,1,8678.96338019581
17,MNTUSDT,LONG,0.8970021,1.1561549999999996,954.0426753472952,2026-01-06T10:49:01+00:00,2026-01-06T11:04:01+00:00,TP,-247.24292604000968,-250.37675994378534,-29.25719953832877,1.1752796955553761,1.9585542082202736,1,8557.78283276142
18,XRPUSDT,SHORT,1.9555425,2.2672649999999996,382.42663886882525,2026-01-05T21:11:20+00:00,2026-01-05T21:26:20+00:00,TP,-119.21098793478725,-121.79473286469991,-16.28595054824938,0.96894844728904,1.6147964826236216,1,8307.406072817636
19,WLFIUSDT,LONG,0.1704294,0.17867849999999996,4802.933848240348,2026-01-05T11:08:58+00:00,2026-01-05T11:23:58+00:00,TP,-39.61988160751923,-42.30263110369863,-5.167925686530562,1.0060452897588639,1.6767042064205295,1,8185.611339952936
20,LINKUSDT,LONG,12.45753,12.977965,65.36856591033084,2025-12-28T16:15:10+00:00,2025-12-28T16:30:10+00:00,TP,-34.02008959954297,-36.68034817229386,-4.504354370408892,0.9976090988216343,1.6626494739292568,1,8143.3087088492375
21,AVAXUSDT,LONG,12.46752,12.882869999999999,65.02197999824298,2025-12-22T10:43:39+00:00,2025-12-22T10:58:39+00:00,TP,-27.006879392270115,-29.644186116142023,-3.656783658658627,0.9889995309165953,1.6483071929553144,1,8106.628360676944
22,AVAXUSDT,LONG,12.46752,12.312299999999999,64.78420868433179,2025-12-19T11:29:55+00:00,2025-12-19T11:44:55+00:00,TP,10.05580487198209,7.487247562760369,0.9269855432355726,0.963204618024107,1.6053526911976137,1,8076.984174560802
23,PIPPINUSDT,SHORT,0.37163699099999997,0.29994964999999996,2175.3677965075235,2025-12-11T10:35:07+00:00,2025-12-11T10:50:07+00:00,TP,155.94633302865347,153.60865889898142,19.000457899897274,0.8765687708376354,1.4611053588344274,1,8084.471422123563
24,LINKUSDT,LONG,12.45753,14.139124999999998,66.12932163135505,2025-12-08T19:37:36+00:00,2025-12-08T19:52:36+00:00,TP,-111.20273660867836,-114.01673716915208,-13.840207432773562,1.0552912516879125,1.7587093087857946,1,8238.080081022545
26,ASTERUSDT,LONG,0.6107886,1.146145,369.93863746949154,2025-11-27T09:38:52+00:00,2025-11-27T09:53:52+00:00,TP,-198.04901717657208,-199.0887519726885,-88.11018413899669,0.38997457326502116,0.6497602228514118,1,8124.063343853392
27,AVAXUSDT,LONG,12.46752,13.963949999999997,63.56496393734042,2025-11-23T14:06:07+00:00,2025-11-23T14:21:07+00:00,TP,-95.12051898475411,-97.80861024403441,-12.341820041194996,1.0080692624165368,1.6800219968637633,1,7924.974591880704
28,APTUSDT,LONG,1.5624360000000002,3.188185,105.23467873162662,2025-11-14T16:03:19+00:00,2025-11-14T16:18:19+00:00,TP,-171.0851737132632,-171.8848912473861,-104.53857774654445,0.2999580448264312,0.4997594892964601,1,7827.165981636669
29,XRPUSDT,LONG,1.9561419,2.3873849999999996,391.3458982903686,2025-11-13T19:46:34+00:00,2025-11-13T20:01:34+00:00,TP,-168.76521835102312,-171.4847655837453,-22.40084505832626,1.0198928618573277,1.6996543708648302,1,7655.281090389283
30,XRPUSDT,LONG,1.9561419,2.5175149999999995,329.78573368220304,2025-11-11T10:57:23+00:00,2025-11-11T11:12:23+00:00,TP,-185.13283965295258,-187.49321315209173,-29.063862603219082,0.8852089338053699,1.4751645653337917,1,7483.796324805538
31,AVAXUSDT,LONG,12.46752,16.93692,37.29758675649945,2025-11-07T09:54:37+00:00,2025-11-07T10:09:37+00:00,TP,-166.69783424949864,-168.45241209129546,-36.22567009317009,0.6580287911557696,1.0965490506410458,1,7296.303111653446
32,VETUSDT,LONG,0.010529460000000001,0.015515499999999998,34512.92421602092,2025-11-05T16:26:31+00:00,2025-11-05T16:41:31+00:00,TP,-172.08282065804883,-173.52086984304754,-47.74895365954184,0.5393326384135777,0.8987165465851159,1,7127.85069956215
33,LINKUSDT,LONG,12.45753,15.014999999999999,55.82430730424974,2025-11-04T20:36:58+00:00,2025-11-04T20:51:58+00:00,TP,-142.7689912013995,-145.2226658973343,-20.882337975505553,0.920180974287132,1.5334937216476967,1,6954.329829719102
34,AVAXUSDT,LONG,12.46752,16.06605,54.61476832458875,2025-11-04T20:35:56+00:00,2025-11-04T20:50:56+00:00,TP,-196.53288225908238,-199.02605418839696,-29.229390785015784,0.9350125890140615,1.558159340300514,1,6809.107163821768
35,AVAXUSDT,LONG,12.46752,17.267249999999997,38.51489948744564,2025-11-04T11:08:03+00:00,2025-11-04T11:23:03+00:00,TP,-184.86111851687733,-186.69330548533839,-38.87943121005616,0.6871390066993883,1.145047961761649,1,6610.081109633371
36,XRPUSDT,LONG,1.9561419,2.6926900000000002,65.6740475130974,2025-10-29T17:38:40+00:00,2025-10-29T17:53:40+00:00,TP,-48.37209491508164,-48.86053901957585,-38.03330929826716,0.18318456424860174,0.30525954024561636,1,6423.387804148033
37,AVAXUSDT,LONG,12.46752,20.795774999999995,17.387097585342087,2025-10-27T13:47:41+00:00,2025-10-27T14:02:41+00:00,TP,-144.8041824006131,-145.7294016245186,-67.2264249586124,0.3470112937050128,0.5782079302004977,1,6374.527265128457
38,XRPUSDT,SHORT,1.956042,2.6025999999999994,174.24234328461083,2025-10-27T07:37:54+00:00,2025-10-27T07:52:54+00:00,TP,-112.65778098941128,-113.92856266866787,-33.42725694029059,0.47658507856538684,0.7941966006911896,1,6228.797863503938
39,AVAXUSDT,LONG,12.46752,20.5205,16.67885708746637,2025-10-26T09:31:09+00:00,2025-10-26T09:46:09+00:00,TP,-134.31450254822488,-135.19469273767658,-65.01495736120732,0.33012148270708935,0.550068706744615,1,6114.86930083527
40,AVAXUSDT,LONG,12.46752,19.849829999999997,17.503672482312698,2025-10-25T15:28:49+00:00,2025-10-25T15:43:49+00:00,TP,-129.2175364029018,-130.12248344674308,-59.627018123893095,0.33940338593776087,0.5655436579035049,1,5979.674608097594
41,SUIUSDT,LONG,1.5276707999999999,2.5375349999999997,128.2333641113504,2025-10-25T08:58:37+00:00,2025-10-25T09:13:37+00:00,TP,-129.49828366161756,-130.33222670936223,-66.53053285302039,0.312777009323384,0.5211660384212885,1,5849.552124650851
42,LINKUSDT,LONG,12.45753,18.113094999999998,23.237195545900697,2025-10-24T11:49:52+00:00,2025-10-24T12:04:52+00:00,TP,-131.4194698275518,-132.5559400640635,-45.79135972379755,0.42622535465124023,0.7102448818604382,1,5719.219897941488
43,XRPUSDT,LONG,1.956042,2.397395,285.6106340189743,2025-10-22T22:09:57+00:00,2025-10-22T22:24:57+00:00,TP,-126.05511015617633,-128.04440598709988,-22.919654189429455,0.7460327410389967,1.2432630898845463,1,5586.663957877425
44,SUIUSDT,LONG,1.5276707999999999,2.4949924999999995,128.08711826112082,2025-10-22T12:34:44+00:00,2025-10-22T12:49:44+00:00,TP,-123.9014489844484,-124.72572775785818,-63.74128496663022,0.30915080989906224,0.5151279635107233,1,5458.619551890325
45,XRPUSDT,SHORT,1.9561419,2.32232,203.6388794649722,2025-10-22T05:39:23+00:00,2025-10-22T05:54:23+00:00,TP,-74.56809796861253,-75.9620421711413,-19.069336285879857,0.5227567122897455,0.8711874902390199,1,5333.893824132467
46,XRPUSDT,LONG,1.9561419,2.5100074999999995,242.38025206680817,2025-10-21T14:28:24+00:00,2025-10-21T14:43:24+00:00,TP,-134.24608373913384,-135.9779608431673,-28.679457744859878,0.6495038504040143,1.0823732536294477,1,5257.931781961325
47,AVAXUSDT,LONG,12.46752,21.020999999999997,13.782623891670504,2025-10-20T16:13:49+00:00,2025-10-20T16:28:49+00:00,TP,-117.88939780492578,-118.62777585832808,-69.03580753830748,0.27693580550921126,0.4614422478930911,1,5121.953821118158
48,XRPUSDT,SHORT,1.9561419,2.4099074999999996,187.4402971598568,2025-10-20T08:25:04+00:00,2025-10-20T08:40:04+00:00,TP,-85.05395890492066,-86.36327242437207,-23.55405963340387,0.4910241581703687,0.8182893612810443,1,5003.32604525983
49,LINKUSDT,LONG,12.45753,18.218199999999996,22.136166469713743,2025-10-20T04:49:18+00:00,2025-10-20T05:04:18+00:00,TP,-127.51915009708577,-128.60549216222782,-46.63641538892535,0.4074258395159951,0.678916225626056,1,4916.962772835458
50,SUIUSDT,LONG,1.5276707999999999,2.6876849999999997,97.48986960121373,2025-10-20T04:46:51+00:00,2025-10-20T05:01:51+00:00,TP,-113.08963309355624,-113.74704759438846,-76.37493715792691,0.24657269235883195,0.41084180847339713,1,4788.35728067323
51,XRPUSDT,LONG,1.956042,2.41241,238.98312168546698,2025-10-18T05:55:57+00:00,2025-10-18T06:10:57+00:00,TP,-109.06424927735317,-110.73451933041109,-23.68850317119978,0.6263917775358729,1.0438782755220495,1,4674.610233078842
52,AVAXUSDT,LONG,12.46752,20.670649999999995,13.359353305822868,2025-10-18T05:50:13+00:00,2025-10-18T06:05:13+00:00,TP,-109.58851188359466,-110.29672997117959,-66.22121241433734,0.26562271256305203,0.4425953750218625,1,4563.875713748431
53,PEPEUSDT,LONG,5.188806e-06,6.7167099999999994e-06,85830516.38040142,2025-10-17T08:27:26+00:00,2025-10-17T08:42:26+00:00,TP,-131.1407892996808,-132.77562971830608,-29.813242383700572,0.6131139516330786,1.021726466992221,1,4453.578983777251
54,XRPUSDT,LONG,1.956042,2.327325,220.8952238274508,2025-10-17T08:24:04+00:00,2025-10-17T08:39:04+00:00,TP,-82.01464138832742,-83.52844081930043,-19.331692274501254,0.5677051873200698,0.9460942436529308,1,4320.803354058945
55,AVAXUSDT,LONG,12.46752,20.5205,14.285003618182097,2025-10-17T08:21:39+00:00,2025-10-17T08:36:39+00:00,TP,-115.03684843714804,-115.79070824750966,-65.01495736120732,0.282740391033998,0.47111941932762347,1,4237.274913239645
56,INJUSDT,LONG,4.673322,9.409399999999998,19.735704811298046,2025-10-16T07:14:06+00:00,2025-10-16T07:29:06+00:00,TP,-93.4698373712828,-93.91443609021519,-101.82490385212057,0.16675946659894367,0.2778392523334458,1,4121.484204992135
57,XRPUSDT,LONG,1.9561419,2.667665,153.76567696106716,2025-10-13T04:49:57+00:00,2025-10-13T05:04:57+00:00,TP,-109.40783114493708,-110.54529492496522,-36.751959770403154,0.426589678869452,0.7108741011586912,1,4027.5697689019203
58,AVAXUSDT,LONG,12.46752,12.492479999999999,8.770295537134045,2025-10-13T04:48:14+00:00,2025-10-14T04:48:14+00:00,TIMEOUT,-0.218906576606851,-0.5691570991778214,-0.5205205205204935,0.13134394596411944,0.21890657660685098,96,3917.024473976955
59,AVAXUSDT,LONG,12.46752,22.87285,9.180110159948285,2025-10-12T14:49:29+00:00,2025-10-12T15:04:29+00:00,TP,-95.52207565061468,-96.04106603638165,-83.91295319357819,0.19465709381599894,0.3243332919509574,1,3916.455316877777
60,ETHUSDT,LONG,3004.60239,4214.209999999999,0.07379608015207599,2025-10-10T17:18:10+00:00,2025-10-10T17:33:10+00:00,TP,-89.26430014012101,-90.11656350082852,-40.64286547525505,0.3196320346411435,0.5326313260663691,1,3820.414250841395
61,SOLUSDT,LONG,129.94992000000002,225.72549999999998,0.898324887186278,2025-10-10T11:07:57+00:00,2025-10-10T11:22:57+00:00,TP,-86.03758709870031,-86.54872071101384,-74.13976495868556,0.19170724892785923,0.3194263633856742,1,3730.297687340567
62,LINKUSDT,LONG,12.45753,21.97195,8.335742568472192,2025-10-09T16:32:35+00:00,2025-10-09T16:47:35+00:00,TP,-79.30975580832319,-79.7688692367578,-76.81697485777676,0.17219716922781717,0.28691625920678976,1,3643.7489666295533
63,TONUSDT,LONG,1.563435,2.787785,63.83829149924625,2025-10-08T16:15:33+00:00,2025-10-08T16:30:33+00:00,TP,-78.16041219710215,-78.60477343556627,-78.75675880353197,0.16666467044241015,0.2776965680217119,1,3563.9800973927954
64,BONKUSDT,LONG,9.302688e-06,9.321312e-06,1074958.119631659,2025-05-24T08:49:29+00:00,2025-05-25T08:49:29+00:00,TIMEOUT,-0.020020020020019045,-0.0520520520520501,-0.5205205205205011,0.012012012012012008,0.020020020020019045,96,3485.3753239572293
65,SHIBUSDT,LONG,8.037954e-06,8.054046e-06,1244097.6895364167,2025-05-24T08:49:27+00:00,2025-05-25T08:49:27+00:00,TIMEOUT,-0.020020020020019402,-0.05205205205205081,-0.5205205205205081,0.012012012012012008,0.020020020020019402,96,3485.323271905177
66,FLOKIUSDT,SHORT,4.452543e-05,4.4614569999999996e-05,224590.75633856875,2025-04-21T18:47:10+00:00,2025-04-22T18:47:10+00:00,TIMEOUT,-0.020020020020018868,-0.05205205205204975,-0.5205205205204975,0.012012012012012008,0.020020020020018868,96,3485.271219853125
